Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M10w,Wakamaeda,Takasago,Aichi,24.11.1930,174 cm 129 kg,2-13
M11e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179 cm 124 kg,6-9
M11w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,9-6
M12e,Kurojishi,Nishonoseki,Osaka,02.02.1939,174 cm 95 kg,3-12
M12w,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,9-6
M13e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,7-8
M13w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,11-4
M14e,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,4-5-6
M14w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,7-8
M15e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,11-4
M15w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 125 kg,6-9
Y1e,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,9-6
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,14-1 Y
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,4-2-9
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,11-4
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,11-4
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,8-7
O2wHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,13-2 J
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,6-9
S1w,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181 cm 125 kg,7-8
K1e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,4-11
K1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,5-10
M1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,8-7 K
M1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,5-10
M2e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,4-11
M2w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,5-10
M3e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,3-12
M3w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174 cm 117 kg,5-10
M4e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,3-12
M4w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,8-7
M5e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,9-6 S
M5w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,4-11
M6e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,9-6 G
M6w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,9-6
M7e,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173 cm 105 kg,5-10
M7w,Kainoyama,Onogawa,Ibaraki,28.06.1940,172 cm 120 kg,8-7
M8e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,8-7
M8w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,6-9
M9e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176 cm 150 kg,8-7
M9w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,8-7
M10e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,11-4
M10w,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174 cm 108 kg,4-11
M11e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181 cm 143 kg,6-9
M11w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,10-5
M12e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181 cm 111 kg,9-6
M12w,Udagawa,Miyagino,Tokyo,03.12.1939,179 cm 110 kg,8-7
M13e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M13w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,10-5
M14e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,8-7
M14w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,7-8
M15e,Futasegawa,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,11-4
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3 D
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,12-3 Y
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,10-5
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,5-10
O1w,Tochihikari,Kasugano,Kumamoto,29.08.1933,176 cm 128 kg,6-9
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173 cm 119 kg,8-7
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,4-11
S1w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,2-13
K1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5
K1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,8-7
M1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,9-6 S
M1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,7-8
M2e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,10-5 G
M2w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,4-11
M3e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,7-8
M3w,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,4-11
M4e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,9-6
M4w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,9-6
M5e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,12-3 DK
M5w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,9-6
M6e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,10-5
M6w,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M7e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,7-8
M7w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177 cm 120 kg,5-10
M8e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,6-9
M8w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,8-7
M9e,Aranami,Tokitsukaze,Saga,16.11.1940,184 cm 106 kg,7-8
M9w,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,9-6
M10e,Maedagawa,Takasago,Iwate,09.02.1939,170 cm 117 kg,5-10
M10w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,4-7-4
M11e,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,7-8
M11w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M12e,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,9-6
M12w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181 cm 119 kg,3-12
M13e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,7-8
M13w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174 cm 138 kg,8-7
M14e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,10-5
M14w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176 cm 118 kg,3-12
M15e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 124 kg,13-2 Y
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 139 kg,13-2 D
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 129 kg,12-3
Y2wHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177 cm 110 kg,0-0-15
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,7-8
O1w,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185 cm 135 kg,10-5
S1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 134 kg,11-4 S
S1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182 cm 150 kg,7-8
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184 cm 127 kg,6-9
K1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,8-7
M1e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 176 kg,2-7-6
M1w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178 cm 129 kg,5-10
M2e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183 cm 135 kg,5-10
M2w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 120 kg,9-6
M3e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177 cm 114 kg,2-8-5
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,7-8
M4e,Asasegawa,Isegahama,Osaka,04.05.1942,177 cm 139 kg,3-12
M4w,Kirinji,Nishonoseki,Saga,20.06.1942,182 cm 140 kg,11-4 G
M5e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 113 kg,5-10
M5w,Wakachichibu,Hanakago,Saitama,16.03.1939,175 cm 150 kg,5-10
M6e,Daiyu,Izutsu,Kagoshima,27.05.1940,176 cm 118 kg,8-7
M6w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 141 kg,7-8
M7e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 177 kg,10-5
M7w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175 cm 106 kg,9-6
M8e,Daishin,Miyagino,Hokkaido,02.08.1937,178 cm 115 kg,5-10
M8w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182 cm 115 kg,5-10
M9e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177 cm 103 kg,7-8
M9w,Toyokuni,Tokitsukaze,Oita,30.11.1937,176 cm 131 kg,10-5
M10e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M10w,Daigo,Hanakago,Kagawa,24.09.1937,188 cm 133 kg,7-8
M11e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 120 kg,8-7
M11w,Oiteyama,Tatsunami,Aomori,16.06.1938,181 cm 131 kg,8-7
M12e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 116 kg,7-8
M12w,Misogidori,Dewanoumi,Hokkaido,10.12.1943,181 cm 120 kg,12-3 K
M13e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 132 kg,4-11
M13w,Wakafutase,Asahiyama,Aichi,20.02.1942,177 cm 150 kg,7-8
M14e,Kiminishiki,Tatsunami,Chiba,06.07.1937,177 cm 125 kg,7-8
M14w,Maenoyama,Takasago,Osaka,09.03.1945,187 cm 130 kg,8-7
M15e,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178 cm 124 kg,4-11
M15w,Oginohana,Dewanoumi,Saga,29.11.1935,174 cm 124 kg,3-12
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9 cm 143 kg,9-6
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182 cm 124 kg,12-3 J
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,15-0 Y
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 129 kg,6-9
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 114 kg,9-6
O2wHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181.4 cm 125 kg,10-5
S1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4 cm 130 kg,11-4 S
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 108 kg,10-5
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 118 kg,6-9
K1w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 104 kg,4-11
M1e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5 cm 95 kg,6-9
M1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 109 kg,7-8
M2e,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 118 kg,4-11
M2w,Kiyokuni,Isegahama,Akita,20.11.1941,182.5 cm 121 kg,8-7
M3e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177 cm 139 kg,5-10
M3w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 165 kg,5-10
M4e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 106 kg,8-7
M4w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 115 kg,7-8
M5e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 94 kg,8-7
M5w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 121 kg,8-7
M6e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 109 kg,11-4 K
M6w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 130 kg,5-10
M7e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5 cm 126 kg,3-12
M7w,Misogidori,Kokonoe,Hokkaido,10.12.1943,181 cm 109 kg,8-7
M8e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 112 kg,6-9
M8w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 167 kg,8-7
M9e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 127 kg,6-9
M9w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 126 kg,7-8
M10e,Kairyuyama,Isegahama,Akita,28.08.1939,179 cm 111 kg,4-11
M10w,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 130 kg,11-4
M11e,Wakayoshiba,Miyagino,Hokkaido,26.10.1945,177 cm 86 kg,8-7
M11w,Wakanokuni,Hanakago,Gifu,04.04.1936,181 cm 119 kg,5-10
M12e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 112 kg,6-9
M12w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5 cm 106 kg,9-6
Y1e,Kashiwado,Isenoumi,Yamagata,29.11.1938,188 cm 134 kg,9-6
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,14-1 Y
O1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,6-5-4
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,10-5
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,8-7
O2wHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189 cm 137 kg,4-11
S1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,8-7
S1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,6-9
K1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,4-11
K1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,9-6
K2eHD,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,8-7
M1e,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,5-10
M1w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,7-8
M2e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,4-11
M2w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,9-6
M3e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,8-7 K
M3w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,11-4 JGS
M4e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,6-9
M4w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,8-7
M5e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,6-9
M5w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 93 kg,9-6
M6e,Kitanohana,Dewanoumi,Hokkaido,22.05.1944,175 cm 97 kg,7-8
M6w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177 cm 165 kg,3-12
M7e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,11-4 J
M7w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,7-8
M8e,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,9-6
M8w,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,8-7
M9e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182 cm 119 kg,4-11
M9w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,7-8
M10e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,9-6
M10w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,9-6
M11e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,9-6
M11w,Tochifuji,Kasugano,Saitama,08.06.1946,185 cm 139 kg,6-9
M12e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175 cm 136 kg,8-7
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 144 kg,11-4
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 124 kg,9-6
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 136 kg,10-5
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,12-3 J
O2wHD,Tamanoshima,Kataonami,Aichi,05.02.1944,177 cm 123 kg,13-2 Y
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 120 kg,8-7
S1w,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 128 kg,8-7
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5 cm 124 kg,11-4
K1w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 98 kg,5-10
M1e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 117 kg,3-12
M1w,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,7-8
M2e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 110 kg,9-6 GS
M2w,Asasegawa,Isegahama,Osaka,04.05.1942,174.5 cm 133 kg,3-12
M3e,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 125 kg,7-8
M3w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 113 kg,5-10
M4e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 120 kg,5-10
M4w,Asanobori,Asahiyama,Hokkaido,03.06.1948,175 cm 147 kg,7-8
M5e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 147 kg,9-6
M5w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 123 kg,8-7
M6e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 140 kg,7-8
M6w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 137 kg,7-8
M7e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172 cm 114 kg,8-7
M7w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 106 kg,6-9
M8e,Myobudani,Miyagino,Hokkaido,29.04.1937,189 cm 111 kg,7-8
M8w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178 cm 113 kg,11-4 K
M9e,Daimonji,Nishonoseki,Kyoto,21.02.1940,182 cm 106 kg,7-8
M9w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 107 kg,8-7
M10e,Hanahikari,Hanakago,Iwate,21.06.1940,178 cm 123 kg,7-8
M10w,Katsuhikari,Isegahama,Aichi,09.08.1942,185 cm 103 kg,2-13
M11e,Mienoumi,Dewanoumi,Mie,04.02.1948,179.3 cm 92 kg,8-7
M11w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178 cm 120 kg,6-9
M12e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 171 kg,5-10
M12w,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173 cm 95 kg,8-7
M13e,Kaigo,Futagoyama,Aomori,16.11.1941,182 cm 108 kg,9-6
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,11-4
Y1w,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 126 kg,14-1 Y
Y2eHD,Taiho,Nishonoseki,Hokkaido,29.05.1940,187 cm 146 kg,12-3
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 134 kg,9-6
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 146 kg,8-7
O2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 133 kg,0-0-15
S1e,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 135 kg,12-3 G
S1w,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,6-9
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 128 kg,5-10
K1w,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,9-6 S
M1e,Katsuhikari,Isegahama,Aichi,09.08.1942,186 cm 113 kg,3-12
M1w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 112 kg,3-12
M2e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 135 kg,6-9
M2w,Toda,Tatsunami,Miyazaki,30.06.1946,177 cm 133 kg,5-10
M3e,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 145 kg,7-8
M3w,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 165 kg,6-9
M4e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178 cm 107 kg,9-6
M4w,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 114 kg,4-11
M5e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 130 kg,5-10
M5w,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,5-10
M6e,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 145 kg,5-10
M6w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 139 kg,9-6
M7e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 154 kg,9-6
M7w,Teruzakura,Isegahama,Osaka,05.12.1947,183.5 cm 110 kg,6-9
M8e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 103 kg,8-7
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 115 kg,8-7
M9e,Tochiisami,Kasugano,Aomori,02.10.1947,176 cm 109 kg,7-8
M9w,Kongo,Nishonoseki,Hokkaido,18.11.1948,184 cm 108 kg,7-8
M10e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,10-5
M10w,Yoshioyama,Mihogaseki,Kumamoto,20.05.1949,184 cm 134 kg,3-12
M11e,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 123 kg,13-2 JK
M11w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175 cm 126 kg,8-7
M12e,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 111 kg,8-7
M12w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 170 kg,9-6
Y1e,Tamanoumi,Kataonami,Aichi,05.02.1944,177 cm 135 kg,12-3 J
Y1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 135 kg,15-0 Y
O1e,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 133 kg,10-5
O1w,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 132 kg,8-7
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 143 kg,10-5
O2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185 cm 130 kg,8-7
S1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182 cm 125 kg,8-7 S
S1w,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 100 kg,9-6 G
K1e,Takamiyama,Takasago,U.S.A.,16.06.1944,191 cm 160 kg,8-7
K1w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181 cm 140 kg,5-10
M1e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189 cm 167 kg,4-11
M1w,Ryuko,Hanakago,Tokyo,09.01.1941,186 cm 126 kg,6-9
M2e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177 cm 113 kg,3-12
M2w,Daiju,Takashima,Hokkaido,19.03.1950,177 cm 143 kg,6-9
M3e,Futagodake,Futagoyama,Aomori,15.11.1943,178 cm 108 kg,3-12
M3w,Haguroiwa,Tatsunami,Miyazaki,30.06.1946,177 cm 130 kg,6-9
M4e,Mienoumi,Dewanoumi,Mie,04.02.1948,181 cm 120 kg,10-5 K
M4w,Daiyu,Izutsu,Kagoshima,27.05.1940,179 cm 114 kg,7-8
M5e,Wakafutase,Asahiyama,Aichi,20.02.1942,176 cm 150 kg,6-9
M5w,Ryuo,Asahiyama,Okinawa,25.02.1945,176.6 cm 120 kg,5-10
M6e,Wajima,Hanakago,Ishikawa,11.01.1948,185 cm 108 kg,10-5
M6w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180 cm 130 kg,8-7
M7e,Kongo,Nishonoseki,Hokkaido,18.11.1948,184 cm 104 kg,8-7
M7w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177 cm 124 kg,8-7
M8e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174 cm 115 kg,9-6
M8w,Nishikinada,Izutsu,Kagoshima,03.01.1950,178 cm 150 kg,10-5
M9e,Kaiketsu,Hanakago,Yamaguchi,16.02.1948,189 cm 123 kg,7-8
M9w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178 cm 101 kg,7-8
M10e,Shiratayama,Takasago,Kumamoto,25.12.1943,183 cm 100 kg,8-7
M10w,Daisetsu,Miyagino,Hokkaido,30.11.1944,182 cm 110 kg,3-12
M11e,Masuiyama,Mihogaseki,Hyogo,16.11.1948,181 cm 105 kg,1-4-10
M11w,Tochioyama,Kasugano,Aichi,01.03.1943,174 cm 110 kg,6-9
M12e,Fujizakura,Takasago,Yamanashi,09.02.1948,177 cm 119 kg,9-6
M12w,Oshio,Tokitsukaze,Fukuoka,04.01.1948,184 cm 124 kg,6-9
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181 cm 133 kg,15-0 Y
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182 cm 133 kg,9-6
O1w,Kotozakura,Sadogatake,Tottori,26.11.1940,181 cm 147 kg,9-6
O2wHD,Daikirin,Nishonoseki,Saga,20.06.1942,180 cm 140 kg,8-7
S1e,Takanohana,Futagoyama,Aomori,19.02.1950,183 cm 105 kg,10-5 K
