Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
O1w,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188 cm 122 kg,12-3 J
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 183 kg,13-2 Y
O2wHD,Kotokaze,Sadogatake,Mie,26.04.1957,183.5 cm 169 kg,5-10
S1e,Hoshi,Kokonoe,Hokkaido,22.06.1963,181 cm 137 kg,8-7
S1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 173 kg,9-6
K1e,Kitao,Tatsunami,Mie,12.08.1963,198.5 cm 143 kg,10-5 S
K1w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 122 kg,3-12
M1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 132 kg,9-6 G
M1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192 cm 151 kg,7-8
M2e,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140 kg,4-11
M2w,Jingaku,Izutsu,Kagoshima,24.12.1959,190 cm 131 kg,6-9
M3e,Hoo,Nishonoseki,Aichi,07.12.1956,180 cm 148 kg,5-10
M3w,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 210 kg,8-7
M4e,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 145 kg,4-11
M4w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 120 kg,8-7
M5e,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 153 kg,5-10
M5w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181 cm 147 kg,6-9
M6e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137 kg,8-7
M6w,Masudayama,Kasugano,Ishikawa,10.04.1951,187 cm 152 kg,4-11
M7e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 146 kg,8-7
M7w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170 cm 109 kg,5-10
M8e,Itai,Onaruto,Oita,21.03.1956,176 cm 132 kg,9-6
M8w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 150 kg,8-7
M9e,Daijuyama,Futagoyama,Niigata,08.04.1959,181 cm 160 kg,8-7
M9w,Kaiki,Tomozuna,Aomori,12.06.1952,182 cm 142 kg,7-8
M10e,Onishiki,Dewanoumi,Niigata,11.09.1953,185.5 cm 141 kg,11-4
M10w,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,8-7
M11e,Hidanohana,Futagoyama,Gifu,13.12.1953,181.5 cm 137 kg,4-11
M11w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 117 kg,8-7
M12e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 125 kg,8-7
M12w,Kotogaume,Sadogatake,Toyama,05.10.1963,177.5 cm 151 kg,8-7
M13e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 131 kg,10-5 K
M13w,Hananoumi,Hanakago,Akita,06.12.1960,180 cm 131 kg,9-6
M14e,Hattori,Isenoumi,Aichi,20.08.1960,192 cm 138 kg,8-7
M14w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 103.5 kg,6-9
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 122.5 kg,1-2-12
O1e,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 199 kg,9-6
O1w,Kitao,Tatsunami,Mie,12.08.1963,199 cm 151 kg,10-5
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 181.5 kg,10-5
O2wHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 149 kg,10-5
O3wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188 cm 125 kg,7-8
S1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 135.5 kg,7-8
S1w,Hoshi,Kokonoe,Hokkaido,22.06.1963,181 cm 140 kg,13-2 YGS
K1e,Konishiki,Takasago,U.S.A.,31.12.1963,186 cm 230 kg,12-3 JGK
K1w,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5 cm 160 kg,6-9
M1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 130 kg,6-9
M1w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 125 kg,9-6
M2e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 122 kg,5-10
M2w,Daijuyama,Futagoyama,Niigata,08.04.1959,182 cm 159 kg,5-10
M3e,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 134.5 kg,8-7
M3w,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 146.5 kg,6-9
M4e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 148.5 kg,6-9
M4w,Jingaku,Izutsu,Kagoshima,24.12.1959,188 cm 142 kg,7-8
M5e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 161 kg,6-9
M5w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 119 kg,8-7
M6e,Kaiki,Tomozuna,Aomori,12.06.1952,182 cm 146.5 kg,6-9
M6w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 132 kg,7-8
M7e,Fujinokawa,Isenoumi,Aichi,20.08.1960,193 cm 150 kg,7-8
M7w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 126 kg,7-8
M8e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,7-8
M8w,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140.5 kg,7-8
M9e,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5 cm 116 kg,8-7
M9w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,8-7
M10e,Misugiiso,Hanaregoma,Aomori,11.05.1956,187 cm 121 kg,7-8
M10w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137.5 kg,8-7
M11e,Tochimatoi,Kasugano,Kanagawa,30.01.1959,179 cm 179 kg,1-14
M11w,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 149 kg,9-6
M12e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 142 kg,9-6
M12w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192 cm 170.5 kg,12-3 JK
M13e,Shishiho,Taiho,Nagasaki,14.08.1955,190 cm 121 kg,3-12
M13w,Itai,Onaruto,Oita,21.03.1956,176 cm 135 kg,9-6
M14e,Hidanohana,Futagoyama,Gifu,13.12.1953,182 cm 135 kg,2-13
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 125 kg,11-4 J
Y1w,Futahaguro,Tatsunami,Mie,12.08.1963,199 cm 151 kg,7-3-5
O1e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 149 kg,3-6-6
O1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 140 kg,12-3 Y
O2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 199 kg,9-6
O2wHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 181.5 kg,9-6
O3eHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188 cm 125 kg,8-7
S1e,Konishiki,Takasago,U.S.A.,31.12.1963,186 cm 230 kg,11-4 J
S1w,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 135.5 kg,10-5
K1e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188 cm 116 kg,9-6 S
K1w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 126 kg,3-12
M1e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 142 kg,5-10
M1w,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 134.5 kg,10-5 G
M2e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186 cm 160 kg,4-11
M2w,Daijuyama,Futagoyama,Niigata,08.04.1959,182 cm 159 kg,5-10
M3e,Itai,Onaruto,Oita,21.03.1956,176 cm 135 kg,4-11
M3w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5 cm 116 kg,2-13
M4e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 125 kg,6-9
M4w,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 122 kg,5-10
M5e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137.5 kg,6-9
M5w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 130 kg,9-6
M6e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,8-7
M6w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 119 kg,5-10
M7e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,8-7
M7w,Sasshunada,Izutsu,Kagoshima,07.06.1957,182 cm 150 kg,6-9
M8e,Jingaku,Izutsu,Kagoshima,24.12.1959,188 cm 142 kg,8-7
M8w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 132 kg,8-7
M9e,Takanofuji,Kokonoe,Tokyo,09.10.1963,191 cm 135 kg,8-7
M9w,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140.5 kg,6-9
M10e,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 146.5 kg,9-6
M10w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 148.5 kg,9-6
M11e,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5 cm 142.5 kg,7-8
M11w,Koryu,Miyagino,Tokushima,12.09.1961,174 cm 120 kg,0-0-15
M12e,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 149 kg,8-7
M12w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183 cm 164 kg,9-6
M13e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 134 kg,10-5 K
M13w,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5 cm 160 kg,8-7
M14e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,182 cm 160 kg,9-6
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 124 kg,0-0-15
Y1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 140 kg,13-2 D
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 199 kg,13-2 Y
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 135.5 kg,12-3
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,186 cm 230 kg,8-7
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 149 kg,8-7
O2wHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 181.5 kg,8-7
S1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 130 kg,8-7
S1w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 134 kg,7-8
K1e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5 cm 160 kg,8-7
K1w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 142 kg,5-10
M1e,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 134.5 kg,6-9
M1w,Sasshunada,Izutsu,Kagoshima,07.06.1957,182 cm 150 kg,4-11
M2e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,4-11
M2w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183 cm 164 kg,6-9
M3e,Enazakura,Oshiogawa,Gifu,29.07.1960,180 cm 119 kg,4-11
M3w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,6-9
M4e,Itai,Onaruto,Oita,21.03.1956,176 cm 135 kg,6-9
M4w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180 cm 131 kg,5-6-4
M5e,Daijuyama,Futagoyama,Niigata,08.04.1959,182 cm 159 kg,9-6
M5w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 161 kg,8-7
M6e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188 cm 116 kg,9-6
M6w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 148.5 kg,7-8
M7e,Jingaku,Izutsu,Kagoshima,24.12.1959,188 cm 142 kg,8-7
M7w,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 146.5 kg,10-5 K
M8e,Nankairyu,Takasago,Western Samoa,22.02.1965,188 cm 126 kg,9-6
M8w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137.5 kg,6-9
M9e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186 cm 160 kg,8-7
M9w,Takanofuji,Kokonoe,Tokyo,09.10.1963,191 cm 135 kg,8-5-2
M10e,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184 cm 141 kg,7-8
M10w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 132 kg,0-15
M11e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 119 kg,8-7
M11w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 126 kg,9-6
M12e,Akinoshima,Fujishima,Hiroshima,16.03.1967,175.5 cm 122 kg,7-8
M12w,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 149 kg,5-10
M13e,Mitoizumi,Takasago,Ibaraki,02.09.1962,192 cm 170.5 kg,9-6
M13w,Onohana,Taiho,Yamanashi,23.06.1958,188.4 cm 131 kg,5-10
M14e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 138 kg,9-6
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 144 kg,11-4
Y1w,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 123 kg,14-1 Y
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 201 kg,12-3
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 143 kg,13-2 J
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 142 kg,12-3
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 169 kg,0-5-10
O2wHD,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 252 kg,10-5
S1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 129 kg,7-8
S1w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 116 kg,5-10
K1e,Kotogaume,Sadogatake,Toyama,05.10.1963,179 cm 172 kg,8-7
K1w,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 140 kg,0-10-5
M1e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 150 kg,1-7-7
M1w,Akinoshima,Fujishima,Hiroshima,16.03.1967,175 cm 132 kg,8-7 K
M2e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 144 kg,5-10
M2w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 136 kg,4-11
M3e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 141 kg,3-12
M3w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180 cm 128 kg,6-9
M4e,Jingaku,Izutsu,Kagoshima,24.12.1959,189 cm 143 kg,7-8
M4w,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 152 kg,8-7
M5e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 171 kg,6-6-3
M5w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181.2 cm 95 kg,5-10
M6e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 135 kg,8-7
M6w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 149 kg,6-9
M7e,Itai,Onaruto,Oita,21.03.1956,177 cm 135 kg,11-4 GS
M7w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180 cm 146 kg,5-10
M8e,Takanohama,Fujishima,Fukuoka,22.09.1965,188 cm 181 kg,5-10
M8w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 168 kg,9-6
M9e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 143 kg,8-7
M9w,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 116 kg,10-5
M10e,Sasshunada,Izutsu,Kagoshima,07.06.1957,183 cm 146 kg,7-8
M10w,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,176 cm 133 kg,8-7
M11e,Enazakura,Oshiogawa,Gifu,29.07.1960,180 cm 134 kg,7-8
M11w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178 cm 137 kg,8-7
M12e,Takanomine,Izutsu,Fukuoka,23.01.1959,184 cm 102 kg,4-11
M12w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 141 kg,8-7
M13e,Kotofuji,Sadogatake,Chiba,28.10.1964,190 cm 139 kg,9-6
M13w,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 125 kg,7-8
M14e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188 cm 126 kg,10-5 K
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 125 kg,10-5
Y1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 144 kg,13-2 Y
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 210 kg,0-0-15
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 225 kg,13-2 D
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 144 kg,9-6
O2wHD,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 142 kg,8-7
S1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 128 kg,13-2 DGS
S1w,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 183 kg,7-8
K1e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 173 kg,2-9-4
K1w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 115 kg,8-7
M1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 148 kg,8-7
M1w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 137 kg,2-13
M2e,Kotonishiki,Sadogatake,Gunma,08.06.1968,176 cm 132 kg,4-11
M2w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 133 kg,8-7 S
M3e,Jingaku,Izutsu,Kagoshima,24.12.1959,189 cm 147 kg,4-11
M3w,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 146 kg,5-10
M4e,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 161 kg,4-11
M4w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 142 kg,5-10
M5e,Ryukozan,Dewanoumi,Osaka,23.06.1967,185.5 cm 160.2 kg,0-0-15
M5w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181 cm 100 kg,6-9
M6e,Kotofuji,Sadogatake,Chiba,28.10.1964,191 cm 144 kg,9-6
M6w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 172 kg,11-4 K
M7e,Oginohana,Dewanoumi,Chiba,18.11.1967,188.5 cm 126 kg,8-7
M7w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 147 kg,6-9
M8e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 141 kg,6-9
M8w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187 cm 164 kg,6-9
M9e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180 cm 128 kg,8-7
M9w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178 cm 139 kg,6-9
M10e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 155 kg,7-8
M10w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 129 kg,9-6
M11e,Enazakura,Oshiogawa,Gifu,29.07.1960,180 cm 134 kg,8-7
M11w,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,177 cm 139 kg,9-6
M12e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 152 kg,9-6
M12w,Itai,Onaruto,Oita,21.03.1956,177 cm 137 kg,9-6
M13e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183 cm 134 kg,6-9
M13w,Takanohama,Fujishima,Fukuoka,22.09.1965,188 cm 184 kg,7-8
M14e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187 cm 171 kg,10-5 K
M14w,Asahisato,Oshima,Osaka,09.11.1965,186 cm 125 kg,7-8
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 147 kg,13-2 Y
Y1w,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 143 kg,11-4
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 186 kg,12-3 J
Y2wHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 122 kg,0-0-15
O1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 124 kg,5-10
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 239 kg,9-6
S1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 133 kg,9-6
S1w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 151 kg,6-9
K1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 185 kg,8-7 S
K1w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 110.5 kg,8-7
M1e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188 cm 182 kg,5-10
M1w,Takatoriki,Fujishima,Fukuoka,28.09.1967,181 cm 131 kg,9-6 S
M2e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 149 kg,5-10
M2w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 143 kg,1-14
M3e,Kyokudozan,Oshima,Kagoshima,14.10.1964,182 cm 102 kg,5-10
M3w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 134 kg,8-7
M4e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 145 kg,6-9
M4w,Enazakura,Oshiogawa,Gifu,29.07.1960,181 cm 135 kg,4-11
M5e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 144 kg,8-7
M5w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 137 kg,6-9
M6e,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188 cm 137 kg,7-8
M6w,Tomoefuji,Kokonoe,Akita,27.01.1971,190.5 cm 145 kg,5-10
M7e,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 176 kg,8-7
M7w,Jingaku,Izutsu,Kagoshima,24.12.1959,190 cm 147 kg,8-7
M8e,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 159 kg,6-9
M8w,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182 cm 166 kg,8-7
M9e,Itai,Onaruto,Oita,21.03.1956,178 cm 139 kg,8-7
M9w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182 cm 126 kg,8-7
M10e,Kotofuji,Sadogatake,Chiba,28.10.1964,192 cm 145 kg,8-7
M10w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183 cm 132 kg,7-8
M11e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187 cm 167 kg,8-7
M11w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 146 kg,9-6
M12e,Wakahanada,Fujishima,Tokyo,20.01.1971,178 cm 108 kg,9-6
M12w,Kasugafuji,Ajigawa,Kanagawa,20.02.1966,180 cm 141 kg,8-7
M13e,Takahanada,Fujishima,Tokyo,12.08.1972,184 cm 110 kg,12-3 JGK
M13w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 176 kg,8-7
M14e,Oginohana,Dewanoumi,Chiba,18.11.1967,189 cm 132 kg,10-5
M14w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191.3 cm 143 kg,9-6
M15e,Toyonoumi,Fujishima,Fukuoka,22.09.1965,189 cm 183 kg,10-5
M15w,Tsunenoyama,Dewanoumi,Kagoshima,29.01.1963,182 cm 116 kg,3-12
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 147 kg,0-3-12
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 236 kg,13-2 Y
O1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 127 kg,12-3 J
S1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 194 kg,8-7
S1w,Takahanada,Fujishima,Tokyo,12.08.1972,186 cm 133 kg,5-10
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 156 kg,12-3 JGS
K1w,Wakahanada,Fujishima,Tokyo,20.01.1971,180 cm 117 kg,0-10-5
K2wHD,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 181 kg,8-7
M1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 134 kg,9-6
M1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190 cm 161 kg,9-6
M2e,Takatoriki,Fujishima,Hyogo,28.09.1967,181 cm 139 kg,6-9
M2w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 139 kg,12-3 JSK
M3e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 149 kg,8-7
M3w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188 cm 179 kg,7-8
M4e,Takanonami,Fujishima,Aomori,27.10.1971,195 cm 151 kg,5-10
M4w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,8-7
M5e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188 cm 171 kg,7-8
M5w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180 cm 140 kg,4-11
M6e,Kotofuji,Sadogatake,Chiba,28.10.1964,192 cm 150 kg,8-7
M6w,Tomoefuji,Kokonoe,Akita,27.01.1971,191 cm 144 kg,9-6
M7e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 150 kg,7-8
M7w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184 cm 139 kg,6-9
M8e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182 cm 178 kg,9-6
M8w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182 cm 102 kg,8-7
M9e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 170 kg,4-11
M9w,Daishoho,Tatsunami,Hokkaido,07.05.1967,188 cm 139 kg,9-6
M10e,Sakahoko,Izutsu,Kagoshima,18.06.1961,182 cm 124 kg,5-10
M10w,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190 cm 190 kg,9-6
M11e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192 cm 155 kg,7-8
M11w,Oginohana,Dewanoumi,Chiba,18.11.1967,189 cm 144 kg,6-9
M12e,Tsunenoyama,Dewanoumi,Kagoshima,29.01.1963,182 cm 115 kg,6-9
M12w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 130 kg,3-4-8
M13e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 148 kg,7-8
M13w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,187 cm 153 kg,9-6
M14e,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 173 kg,3-12
M14w,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188 cm 147 kg,8-7
M15e,Mainoumi,Dewanoumi,Aomori,17.02.1968,174 cm 93 kg,9-6
M15w,Tatsuhikari,Tatsunami,Hokkaido,25.10.1969,192 cm 187 kg,8-7
M16e,Daizen,Nishonoseki,Osaka,14.12.1964,189 cm 145 kg,7-8
M16w,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 145 kg,6-9
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 200 kg,10-5
O1e,Takanohana,Futagoyama,Tokyo,12.08.1972,186 cm 130 kg,11-4 J
