Qual.,Player,Team,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
0,Kacey Hvitved,Fresno State,3B,0.215,0.329,0.355,0.684,49,150,121,16,26,6,1,3,14,1,20,29,7,1
0,Kacey Zobac,California,C,0.259,0.356,0.475,0.831,50,161,139,16,36,12,0,6,23,3,18,24,0,0
0,Kaelene Walter,Dayton,SS,0.241,0.31,0.276,0.586,44,133,116,17,28,2,1,0,15,3,9,16,1,0
0,Kaeley Hallada,Purdue,C,0.209,0.259,0.366,0.624,52,144,134,9,28,3,0,6,17,2,7,30,0,0
0,Kai Barrett,Cal Poly,C,0.23,0.281,0.31,0.591,44,123,113,9,26,3,0,2,17,1,7,29,0,0
0,Kaia Bonshock,Mount St. Mary's,1B,0.273,0.373,0.381,0.754,48,161,139,8,38,6,0,3,25,5,17,20,2,0
0,Kailee Powell,Illinois,1B,0.302,0.377,0.432,0.809,56,186,162,24,49,15,0,2,23,3,17,29,4,0
0,Kailey Christian,Delaware,DH,0.258,0.362,0.398,0.761,44,149,128,19,33,8,2,2,23,3,18,20,2,0
0,Kailey Wilson,Creighton,DP,0.436,0.541,0.812,1.353,42,147,117,21,51,11,0,11,32,4,24,15,0,0
0,Kaili Chval,Illinois State,LF,0.235,0.352,0.331,0.683,49,163,136,27,32,3,2,2,18,3,22,39,2,0
0,Kaili Phillips,Chattanooga,3B,0.25,0.382,0.563,0.945,57,180,144,28,36,6,0,13,35,18,14,32,1,0
0,Kaitlin Hoffman,Fairfield,CF,0.273,0.354,0.424,0.779,47,159,139,19,38,10,1,3,29,6,12,30,11,2
0,Kaitlyn Cook,Colorado State,3B,0.274,0.315,0.444,0.76,46,147,135,19,37,5,0,6,23,3,6,28,0,2
0,Kaitlyn Flood,Manhattan,2B,0.261,0.288,0.403,0.691,40,126,119,15,31,6,1,3,15,1,4,20,5,2
0,Kaitlyn Lim,Stanford,RF,0.311,0.339,0.524,0.863,57,178,164,26,51,6,4,7,40,1,7,33,6,4
0,Kaity McInall,Niagara,SS,0.209,0.261,0.236,0.497,38,119,110,8,23,3,0,0,10,1,7,22,1,1
0,Kalena Burns,Iowa,1B,0.268,0.371,0.417,0.788,50,153,127,9,34,5,1,4,27,5,17,17,0,0
0,Kaley Mudge,Florida State,LF,0.358,0.415,0.511,0.926,53,200,176,44,63,9,3,4,26,0,20,17,14,5
0,Kalita Dennis,Howard,LF,0.361,0.411,0.646,1.057,54,178,158,40,57,9,3,10,48,0,15,16,11,4
0,Kallie Pickens,UT Martin,3B,0.329,0.36,0.539,0.898,53,181,167,33,55,16,2,5,39,0,9,19,1,0
0,Kamdyn Kvistad,South Alabama,C,0.255,0.358,0.51,0.868,41,129,102,15,26,2,0,8,29,3,15,22,1,1
0,Kamrie Rich,Lipscomb,C,0.215,0.309,0.388,0.698,44,140,121,11,26,3,0,6,28,1,16,12,0,1
0,Kamryn Jackson,Duke,CF,0.295,0.438,0.598,1.036,55,148,112,38,33,8,1,8,34,10,20,28,11,1
0,Kamryn Shaffer,Northern Iowa,LF,0.195,0.325,0.313,0.637,45,154,128,21,25,3,0,4,17,1,24,29,6,2
0,Kara Apato,Northern Illinois,CF,0.308,0.375,0.336,0.711,45,167,143,30,44,2,1,0,10,2,14,13,10,2
0,Kara Canetto,Liberty,LF,0.347,0.398,0.468,0.866,61,210,190,40,66,11,3,2,25,6,10,25,10,2
0,Kari Jacobson,Holy Cross,2B,0.224,0.262,0.235,0.497,49,109,98,11,22,1,0,0,1,0,5,28,3,1
0,Karina Somoza,UTEP,C,0.229,0.353,0.271,0.624,38,85,70,5,16,0,0,1,7,6,8,7,1,0
0,Karizma Bergesen,San Jose State,1B,0.289,0.35,0.547,0.897,46,143,128,18,37,6,0,9,25,7,5,37,0,0
0,Karli Petty,Oklahoma State,2B,0.276,0.35,0.476,0.827,48,119,105,21,29,3,0,6,17,1,11,19,2,0
0,Karly Heath,UL Lafayette,DP,0.314,0.441,0.771,1.213,48,138,105,34,33,5,2,13,36,1,26,17,10,1
0,Karly Keating,UMBC,SS,0.342,0.391,0.504,0.895,38,131,117,21,40,5,1,4,10,2,8,18,2,2
0,Karsen Mosley,Jacksonville State,3B,0.319,0.371,0.509,0.88,54,180,163,34,52,12,2,5,17,6,8,16,12,5
0,Karsen O'Rourke,Lehigh,2B,0.288,0.296,0.353,0.649,52,166,156,21,45,1,3,1,28,0,3,12,4,3
0,Kasey Collins,Hofstra,2B,0.228,0.344,0.25,0.594,47,170,136,21,31,1,1,0,5,9,15,25,5,0
0,Kasey Simpson,Iowa State,2B,0.24,0.318,0.42,0.738,55,174,150,24,36,8,2,5,25,8,11,16,2,0
0,Kat Clum,Brown,LF,0.233,0.256,0.293,0.549,41,124,116,13,27,7,0,0,11,1,3,23,1,1
0,Kat Marshall,Northwestern State,1B,0.253,0.325,0.467,0.792,50,166,150,14,38,11,0,7,26,1,15,24,0,0
0,Kate Beckemeyer,Valparaiso,1B,0.26,0.295,0.29,0.585,46,142,131,8,34,4,0,0,13,0,7,15,1,0
0,Kate Farren,Dartmouth,SS,0.259,0.318,0.483,0.801,43,131,116,16,30,12,1,4,24,3,8,24,2,2
0,Kate Kobayashi,Miami (OH),CF,0.311,0.385,0.629,1.014,56,192,167,48,52,11,3,12,35,1,21,18,16,1
0,Kate Polucha,DePaul,LF,0.333,0.393,0.589,0.982,43,145,129,28,43,7,1,8,36,4,10,9,2,0
0,Katelyn Mangrello,California Baptist,DP,0.341,0.383,0.5,0.883,51,152,138,10,47,14,1,2,32,1,9,12,0,1
0,Katelyn Whiting,Weber State,RF,0.367,0.465,0.408,0.873,50,148,120,37,44,5,0,0,9,2,20,29,5,1
0,Kati Ray Brown,Houston,C,0.263,0.331,0.475,0.806,55,182,160,29,42,4,0,10,24,5,12,30,0,1
0,Katie Adams,Marshall,C,0.241,0.338,0.459,0.796,49,155,133,25,32,11,0,6,31,5,15,16,0,0
0,Katie Falotico,Albany,1B,0.352,0.401,0.633,1.034,42,143,128,16,45,16,4,4,36,3,9,25,5,3
0,Katie Faulk,Utah,C,0.198,0.299,0.366,0.665,48,121,101,6,20,2,0,5,14,1,14,31,0,0
0,Katie Goldberg,Virginia,SS,0.271,0.344,0.553,0.897,54,189,170,30,46,8,2,12,38,2,17,20,4,1
0,Katie Greep,Kennesaw State,CF,0.282,0.311,0.371,0.681,51,182,170,24,48,10,1,1,21,1,6,23,4,0
0,Katie Hinkle,Long Island,LF,0.295,0.359,0.311,0.669,56,156,132,25,39,0,1,0,4,2,11,21,14,3
0,Katie Keller,Northern Illinois,C,0.443,0.521,0.757,1.278,45,169,140,40,62,19,2,7,45,0,26,9,13,3
0,Katie O'Leary,Brown,3B,0.282,0.423,0.5,0.923,32,97,78,16,22,6,1,3,19,11,8,16,2,0
0,Katie Reeg,Dayton,DP,0.274,0.331,0.434,0.764,45,121,106,22,29,8,0,3,18,2,8,20,6,0
0,Katie Sciglimpaglia,Saint Peter's,SS,0.214,0.266,0.302,0.568,54,181,159,26,34,3,1,3,15,2,10,10,5,1
0,Katlyn Pavlick,Pittsburgh,LF,0.247,0.333,0.494,0.827,37,94,81,11,20,3,1,5,17,1,10,24,1,0
0,Katy Schaefer,Tarleton State,3B,0.359,0.413,0.607,1.019,45,160,145,18,52,9,0,9,49,4,10,9,0,0
0,Kayla Bowen,New Mexico State,1B,0.369,0.42,0.656,1.076,51,174,160,35,59,13,0,11,41,3,11,32,3,1
0,Kayla Gutierrez,College of Charleston,CF,0.141,0.225,0.141,0.367,44,103,92,12,13,0,0,0,2,1,9,19,7,1
0,Kayla Harper,North Florida,CF,0.295,0.399,0.341,0.74,59,210,173,40,51,2,0,2,18,4,26,32,30,6
0,Kayla Jensen,Quinnipiac,CF,0.215,0.253,0.269,0.521,33,100,93,7,20,5,0,0,11,0,5,15,5,2
0,Kayla Konwent,Wisconsin,DP,0.348,0.508,0.631,1.139,50,187,141,21,49,10,0,10,32,8,38,24,2,0
0,Kayla Kowalik,Kentucky,C,0.42,0.498,0.619,1.116,56,212,181,57,76,11,2,7,28,0,29,20,17,1
0,Kayla Lane,Pittsburgh,3B,0.233,0.319,0.369,0.688,41,118,103,16,24,2,0,4,8,5,8,33,4,2
0,Kayla McGory,North Florida,2B,0.3,0.393,0.514,0.907,49,166,140,29,42,10,1,6,29,4,18,10,10,1
0,Kayla Traylor,Bethune-Cookman,SS,0.237,0.274,0.246,0.52,46,131,118,11,28,1,0,0,4,0,6,17,2,1
0,Kayla Whitehead,Florida International,1B,0.275,0.31,0.399,0.709,49,152,138,7,38,4,2,3,12,1,6,20,0,1
0,Kaylee Anderson,Southeast Missouri,RF,0.353,0.424,0.634,1.058,54,176,153,37,54,8,1,11,35,2,17,26,7,1
0,Kaylee Lopez,McNeese,DP,0.311,0.399,0.42,0.819,49,145,119,11,37,10,0,1,31,2,18,18,2,2
0,Kaylee Richetto,Middle Tennessee,1B,0.205,0.283,0.241,0.525,46,128,112,2,23,4,0,0,13,2,11,23,0,0
0,Kaylee Tow,Alabama,1B,0.266,0.385,0.381,0.766,53,170,139,25,37,4,0,4,28,1,27,21,0,1
0,Kayleigh Nicholson,Gardner-Webb,SS,0.143,0.208,0.151,0.359,43,130,119,11,17,1,0,0,6,2,8,48,2,0
0,Kaylyn Sterling,UMES,RF,0.235,0.282,0.275,0.556,41,114,102,15,24,4,0,0,10,0,7,12,4,1
0,KB Sides,Arkansas,CF,0.389,0.507,0.706,1.212,59,230,180,67,70,12,3,13,42,1,45,24,28,4
0,Keagan Goldwait,Elon,1B,0.177,0.313,0.29,0.604,51,151,124,8,22,5,0,3,19,7,18,37,2,0
0,Keeler van Breusegen,Bradley,RF,0.265,0.327,0.346,0.672,52,153,136,13,36,6,1,1,20,1,13,27,4,2
0,Keeli Bobbitt,Jacksonville State,CF,0.254,0.296,0.263,0.559,46,128,118,17,30,1,0,0,5,0,7,15,17,2
0,Keely Clark,Maine,C,0.294,0.339,0.376,0.715,42,118,109,9,32,3,0,2,21,1,7,15,0,0
0,Keely Dubois,Northwestern State,SS,0.298,0.331,0.497,0.828,51,175,161,18,48,8,0,8,38,1,9,27,0,0
0,Kelby Drews,Maine,SS,0.323,0.396,0.484,0.88,43,145,124,21,40,6,1,4,26,1,16,19,2,1
0,Kelci Hill,Middle Tennessee,CF,0.247,0.277,0.301,0.579,52,179,166,18,41,9,0,0,13,0,7,17,5,0
0,Kelcy Leach,Tennessee,C,0.278,0.394,0.47,0.864,45,138,115,19,32,7,0,5,16,6,16,20,1,0
0,Kelley Lynch,Washington,1B,0.243,0.325,0.396,0.722,44,129,111,15,27,6,1,3,16,1,13,19,0,1
0,Kelli Godin,UCLA,LF,0.296,0.338,0.336,0.674,60,145,125,33,37,3,1,0,7,0,8,20,9,4
0,Kelly Horne,Troy,2B,0.353,0.53,0.729,1.259,52,183,133,40,47,6,1,14,28,6,44,20,0,0
0,Kelly Ryono,Illinois,RF,0.32,0.358,0.487,0.845,51,163,150,34,48,10,0,5,35,1,9,21,13,0
0,Kelly Walinski,Northern Illinois,3B,0.259,0.317,0.313,0.63,42,125,112,13,29,6,0,0,12,0,10,16,1,2
0,Kelly Warren,East Tennessee State,RF,0.259,0.321,0.293,0.614,55,191,174,23,45,2,2,0,12,1,15,42,24,10
0,Kelsey Alexander,Central Michigan,LF,0.267,0.333,0.527,0.86,50,147,131,23,35,8,1,8,23,1,12,31,1,1
0,Kelsey Bennett,Virginia Tech,SS,0.298,0.354,0.453,0.808,53,175,161,16,48,8,1,5,29,1,13,25,1,1
0,Kelsey Galevich,Hartford,DH,0.265,0.368,0.459,0.828,41,114,98,14,26,7,0,4,18,2,14,29,1,0
0,Kelsey Hall,Boise State,RF,0.378,0.49,0.773,1.263,44,148,119,37,45,6,1,13,32,6,20,21,5,1
0,Kelsey Harrigan,Niagara,CF,0.236,0.368,0.309,0.678,40,133,110,21,26,8,0,0,12,2,21,27,8,2
0,Kelsey Lalor,Boise State,CF,0.368,0.429,0.724,1.152,49,170,152,38,56,15,0,13,47,4,12,25,2,0
0,Kelsey Lenox,South Dakota State,DP,0.271,0.394,0.465,0.859,49,160,129,12,35,7,0,6,22,2,26,22,0,0
0,Kendall Jean,Harvard,2B,0.195,0.232,0.338,0.569,37,82,77,6,15,5,0,2,14,0,4,12,0,0
0,Kendall Lee,Memphis,1B,0.305,0.357,0.397,0.754,53,160,141,8,43,7,0,2,27,0,13,21,0,1
0,Kendall McGary,Incarnate Word,LF,0.207,0.295,0.304,0.599,48,157,135,20,28,4,0,3,25,3,15,24,5,1
0,Kendall Smith,Louisville,C,0.309,0.422,0.586,1.007,52,185,152,19,47,13,1,9,40,4,27,29,0,0
0,Kendra Allen,UMass,1B,0.22,0.394,0.283,0.677,51,165,127,15,28,1,2,1,31,4,33,33,0,0
0,Kendyl McKeough,Northern Kentucky,3B,0.324,0.4,0.682,1.082,56,198,173,32,56,15,1,15,40,0,22,26,3,1
0,Kendyl Weinzapfel,Austin Peay,LF,0.295,0.305,0.358,0.663,53,177,173,17,51,4,2,1,14,1,2,10,6,3
0,Kendyll Bailey,Missouri,2B,0.286,0.35,0.511,0.861,60,204,182,16,52,8,0,11,33,1,18,23,1,0
0,Kenlie Harvey,Mercer,2B,0.232,0.369,0.326,0.695,56,173,138,15,32,2,1,3,17,6,24,37,5,0
0,Kennedi Bedell,Hampton,LF,0.307,0.319,0.337,0.657,50,172,163,25,50,3,1,0,8,0,3,28,17,3
0,Kennedy Hebert,Nicholls,CF,0.25,0.301,0.346,0.647,48,149,136,13,34,7,0,2,16,0,10,28,9,2
0,Kennedy Labshere,Boston College,1B,0.231,0.298,0.365,0.664,44,114,104,9,24,3,1,3,17,5,5,10,0,0
0,Kennedy Page,UL Monroe,LF,0.246,0.328,0.386,0.714,47,135,114,17,28,7,0,3,24,2,12,29,5,2
0,Kennedy Thomas,California,CF,0.302,0.348,0.341,0.689,52,141,126,18,38,2,0,1,13,1,8,26,5,4
0,Kiana Cisneros,Long Island,SS,0.303,0.335,0.354,0.689,55,188,175,28,53,7,1,0,31,2,7,14,2,0
0,Kiana Parrish,Alabama State,SS,0.245,0.379,0.304,0.683,45,128,102,6,25,6,0,0,12,3,19,20,0,3
0,Kianna Jones,North Carolina,RF,0.272,0.322,0.478,0.8,50,149,136,14,37,5,1,7,28,1,10,28,0,1
0,Kiara Mills,Creighton,1B,0.331,0.427,0.554,0.98,42,147,121,21,40,3,3,6,27,6,15,21,3,0
0,Kiaya Jeusi,Hampton,1B,0.28,0.348,0.379,0.727,55,178,161,17,45,6,2,2,25,4,13,38,10,1
0,Kiersten Withstandley,Rutgers,1B,0.152,0.295,0.185,0.479,44,114,92,11,14,3,0,0,9,8,11,12,2,0
0,Kiki Besnard,Georgetown,3B,0.153,0.198,0.2,0.398,39,92,85,7,13,1,0,1,5,2,3,19,0,0
0,Kiki Milloy,Tennessee,CF,0.362,0.455,0.673,1.128,59,232,196,53,71,12,2,15,53,13,21,30,31,2
0,Kiley Naomi,Oklahoma State,SS,0.224,0.333,0.376,0.709,59,199,165,37,37,5,1,6,21,4,24,27,13,2
0,Kim Howard,Central Connecticut,RF,0.25,0.323,0.456,0.778,49,156,136,16,34,10,0,6,20,3,13,12,1,0
0,Kindall DeRamus,Alabama State,CF,0.41,0.456,0.483,0.94,54,199,178,44,73,7,3,0,27,0,16,11,43,5
0,Kinsey Koeltzow,Grand Canyon,C,0.335,0.38,0.569,0.949,55,179,167,34,56,16,1,7,28,2,10,22,1,0
0,Kinsley Washington,UCLA,1B,0.343,0.415,0.533,0.947,54,193,169,51,58,11,3,5,34,6,16,29,12,6
0,Kinzi Van Wyk,Lafayette,DH,0.235,0.342,0.337,0.679,36,116,98,15,23,4,0,2,8,2,14,18,1,1
0,Kinzie Hansen,Oklahoma,C,0.273,0.313,0.521,0.834,51,134,121,26,33,6,0,8,29,2,7,11,1,0
0,Kira Ferraiolo,Sacred Heart,SS,0.162,0.24,0.214,0.454,49,130,117,3,19,3,0,1,5,0,12,31,1,0
0,Kiya Thomas,Coastal Carolina,CF,0.419,0.49,0.64,1.13,44,156,136,36,57,12,0,6,17,2,17,6,13,4
0,KJ Murphy,UT Arlington,3B,0.305,0.39,0.483,0.873,49,174,151,33,46,9,0,6,26,0,21,24,5,1
0,Kloe Hilbrenner,Kansas City,CF,0.369,0.41,0.606,1.017,47,173,160,27,59,12,4,6,22,0,12,19,30,4
0,Kolby Holcombe,Samford,C,0.231,0.268,0.354,0.621,53,159,147,7,34,6,0,4,17,1,7,26,0,0
0,Korie Kreps,UL Monroe,RF,0.213,0.364,0.287,0.651,50,157,122,30,26,2,2,1,17,3,26,48,3,1
0,Korie Thomas,UC Santa Barbara,3B,0.215,0.276,0.231,0.508,53,136,121,14,26,0,1,0,14,5,6,24,3,0
0,Kourtney Gremillion,Charlotte,1B,0.279,0.387,0.384,0.771,58,206,172,13,48,7,1,3,24,2,29,17,0,0
0,Kristen Blanchard,Long Island,RF,0.336,0.404,0.352,0.756,50,149,125,27,42,2,0,0,11,2,13,15,8,3
0,Kristen Green,Belmont,2B,0.329,0.366,0.559,0.925,47,164,152,29,50,7,2,8,42,5,5,18,3,2
0,Kristi DiMeo,Drexel,1B,0.38,0.473,0.613,1.086,46,182,150,27,57,12,1,7,32,6,23,8,1,2
0,Kristi Stevenson,Saint Louis,3B,0.327,0.423,0.463,0.886,51,191,162,32,53,14,1,2,18,6,21,22,10,5
0,Kristin Fifield,Grand Canyon,RF,0.356,0.402,0.681,1.083,55,186,163,34,58,5,3,14,55,3,13,32,7,1
0,Kristina Burkhardt,Michigan,CF,0.371,0.435,0.586,1.021,56,207,186,40,69,20,7,2,31,3,18,18,15,3
0,Kristina Day,UMass,SS,0.211,0.32,0.375,0.695,48,151,128,18,27,4,1,5,12,5,16,35,0,0
0,Kristina Foreman,Duke,2B,0.398,0.47,0.797,1.267,48,152,128,40,51,6,0,15,56,6,14,26,8,2
0,Kya Enos,Maine,CF,0.258,0.28,0.43,0.71,39,133,128,22,33,5,4,3,14,2,2,19,16,4
0,Kyla Morris,Duke,LF,0.263,0.306,0.313,0.619,48,109,99,21,26,3,1,0,11,1,6,19,11,2
0,Kyla Reeves,South Carolina State,SS,0.257,0.382,0.5,0.882,34,89,74,8,19,4,1,4,13,6,9,21,3,1
0,Kylee Harvey,Sacred Heart,RF,0.234,0.322,0.304,0.626,54,181,158,23,37,6,1,1,9,6,15,23,2,0
0,Kylie Becker,Montana,3B,0.241,0.365,0.333,0.698,47,175,141,23,34,5,1,2,21,9,19,19,4,0
0,Kyndal Kutac,Sam Houston State,2B,0.226,0.367,0.331,0.698,48,170,133,27,30,5,0,3,17,10,21,16,4,1
0,Kyndall Crawford,Lipscomb,1B,0.271,0.351,0.322,0.673,45,136,118,17,32,3,0,1,10,2,13,24,1,0
0,Lacey Fincher,Georgia,DP,0.34,0.472,0.776,1.248,59,199,156,45,53,7,2,19,51,6,35,31,2,0
0,Lala Pascual,Quinnipiac,1B,0.253,0.373,0.363,0.735,35,110,91,10,23,7,0,1,15,1,17,20,0,0
0,Lani Moreno,Rider,CF,0.278,0.32,0.43,0.75,53,172,158,23,44,12,3,2,29,6,4,15,0,0
0,Lani Rodriguez,Middle Tennessee,2B,0.248,0.331,0.274,0.605,47,139,113,8,28,3,0,0,9,4,11,13,2,0
0,Lath Freeman,Presbyterian,C,0.316,0.384,0.568,0.952,51,178,155,28,49,12,0,9,44,2,17,16,2,0
0,Laurel Devoe,Akron,C,0.202,0.374,0.44,0.814,40,108,84,12,17,2,0,6,17,3,20,38,0,0
0,Laurel McKelvey,Penn,3B,0.256,0.363,0.302,0.665,34,106,86,9,22,1,0,1,12,8,7,10,0,1
0,Lauren Apollaro,Columbia,RF,0.21,0.247,0.247,0.494,34,87,81,10,17,3,0,0,7,0,4,17,0,1
0,Lauren Bobowski,Harvard,CF,0.276,0.354,0.293,0.647,41,134,116,24,32,2,0,0,6,1,13,14,17,2
0,Lauren Coerver,UTSA,CF,0.169,0.285,0.315,0.599,48,144,124,14,21,4,1,4,10,3,17,35,0,0
0,Lauren Eamiguel,South Dakota,SS,0.25,0.313,0.333,0.646,51,147,132,21,33,7,2,0,19,0,13,31,3,1
0,Lauren Esman,Michigan,1B,0.261,0.315,0.403,0.719,44,130,119,17,31,8,0,3,23,1,9,33,0,1
0,Lauren Espalin,Minnesota,DP,0.34,0.437,0.531,0.968,53,194,162,38,55,13,0,6,25,3,25,20,1,0
0,Lauren Farias,Tennessee State,SS,0.167,0.274,0.222,0.496,53,148,126,15,21,5,1,0,5,1,18,36,7,1
0,Lauren Fey,Butler,2B,0.373,0.448,0.401,0.849,47,166,142,23,53,4,0,0,7,1,19,8,18,7
0,Lauren Griffith,Oakland,LF,0.314,0.414,0.542,0.957,40,140,118,13,37,15,0,4,25,2,19,12,0,1
0,Lauren Hoe,Weber State,C,0.244,0.352,0.407,0.758,47,146,123,17,30,6,1,4,21,2,19,27,2,1
0,Lauren Johnson,Kentucky,LF,0.369,0.416,0.598,1.014,56,202,179,53,66,9,4,8,39,1,15,23,11,0
0,Lauren Kehlenbrink,Valparaiso,C,0.271,0.333,0.49,0.823,36,106,96,11,26,9,0,4,22,0,9,12,1,1
0,Lauren King,Winthrop,3B,0.209,0.371,0.324,0.695,54,177,139,10,29,4,0,4,21,16,20,36,0,1
0,Lauren Mills,Wichita State,DP,0.303,0.414,0.73,1.143,47,145,122,22,37,4,0,16,51,2,21,35,0,0
0,Lauren Nunez,Providence,3B,0.204,0.323,0.278,0.601,45,127,108,14,22,3,1,1,16,4,15,23,1,0
0,Lauren Parks,Southern,RF,0.24,0.281,0.364,0.645,42,131,121,17,29,5,5,0,6,2,5,24,16,4
0,Lauren Rende,Manhattan,SS,0.35,0.405,0.443,0.848,44,153,140,27,49,8,1,1,14,1,12,10,10,3
0,Lauren Stewart,Jackson State,CF,0.388,0.453,0.741,1.194,44,159,139,36,54,5,10,8,36,3,15,2,14,0
0,Lauren Strathearn,Northern Colorado,LF,0.294,0.306,0.328,0.634,45,123,119,13,35,0,2,0,9,1,1,15,2,3
0,Lauren Taylor,Longwood,SS,0.284,0.402,0.425,0.828,56,169,134,20,38,4,0,5,20,4,24,30,14,2
0,Lauryn Barker,UNLV,3B,0.237,0.297,0.393,0.69,58,155,135,24,32,6,0,5,21,3,9,24,0,0
0,Lauryn Brooks,Hampton,RF,0.179,0.264,0.214,0.478,44,129,112,12,20,2,1,0,6,0,13,33,3,2
0,Lauryn Garewal,UC Riverside,2B,0.345,0.448,0.493,0.94,49,183,142,34,49,11,2,2,24,5,27,14,8,2
0,Layna Johnson,Presbyterian,SS,0.359,0.408,0.534,0.943,43,144,131,30,47,8,0,5,17,1,10,24,11,1
0,Laynee Betancur,Utah Valley,RF,0.284,0.328,0.321,0.649,45,120,109,20,31,2,1,0,11,0,8,16,2,2
0,Leea Hanks,Notre Dame,LF,0.37,0.425,0.613,1.038,52,193,173,53,64,14,5,6,33,5,13,17,13,1
0,Leila Hurst,Army,1B,0.301,0.321,0.468,0.789,50,169,156,20,47,10,2,4,30,3,4,26,1,0
0,Leslie Romero,New Mexico,C,0.272,0.313,0.388,0.701,49,163,147,13,40,11,0,2,23,0,11,18,2,0
0,Lewa Day,Sacramento State,3B,0.359,0.471,0.724,1.195,54,189,156,40,56,9,0,16,39,3,30,44,5,4
0,Lexi Burkhardt,Omaha,LF,0.266,0.328,0.427,0.756,40,137,124,13,33,11,0,3,16,2,10,25,2,0
0,Lexi King,SIUE,CF,0.374,0.416,0.525,0.941,54,197,179,38,67,13,1,4,28,0,15,15,13,3
0,Lexi Orozco,Utah State,SS,0.354,0.471,0.687,1.158,55,193,147,30,52,13,0,12,46,2,36,34,2,0
0,Lexi Osowski,Austin Peay,3B,0.408,0.497,0.777,1.274,53,193,157,42,64,15,2,13,46,8,24,6,2,0
0,Lexi Wagner,Charlotte,CF,0.212,0.272,0.365,0.637,45,120,104,25,22,11,1,1,10,0,9,34,4,0
0,Lexie Blair,Michigan,CF,0.331,0.396,0.485,0.881,47,158,136,22,45,12,0,3,24,3,13,16,10,1
0,Lexie Harper,North Alabama,CF,0.325,0.411,0.345,0.756,59,228,194,44,63,2,1,0,11,3,26,19,18,3
0,Lexie Siwek,Indiana State,3B,0.322,0.369,0.376,0.745,52,166,149,15,48,6,1,0,24,0,11,17,5,2
0,Lexie Webb,Sacramento State,DP,0.337,0.407,0.669,1.076,55,189,169,27,57,6,1,16,33,2,18,22,0,0
0,Libby Ryan,Drake,SS,0.248,0.403,0.31,0.713,43,146,113,23,28,5,1,0,13,4,26,28,16,3
0,Libby Whittaker,NC State,DP,0.247,0.39,0.494,0.884,43,100,81,17,20,2,0,6,19,3,16,30,0,0
0,Lilia Crouthamel,Penn State,CF,0.196,0.245,0.319,0.564,51,147,138,17,27,5,3,2,19,0,9,38,5,3
0,Lilly Bishop,Charleston Southern,1B,0.344,0.388,0.453,0.842,44,140,128,11,44,8,0,2,23,5,5,12,0,0
0,Lily Amos,Cal Poly,DP,0.295,0.449,0.377,0.826,48,158,122,13,36,4,0,2,16,10,25,21,0,0
0,Lily Fischer,Murray State,1B,0.291,0.429,0.457,0.886,59,194,151,25,44,9,2,4,24,24,14,14,4,1
0,Lily Garcia,Seattle,2B,0.288,0.331,0.489,0.82,49,150,139,16,40,13,3,3,26,2,7,9,1,1
0,Lily Potter,Norfolk State,2B,0.287,0.416,0.407,0.823,54,187,150,47,43,10,4,0,19,10,24,14,16,2
0,Lily Wilmot,Miami (OH),RF,0.273,0.372,0.532,0.904,57,185,154,19,42,6,2,10,30,3,23,32,0,0
0,Lindsay Edwards,Louisiana Tech,3B,0.232,0.32,0.405,0.724,59,196,168,32,39,5,0,8,36,6,17,28,1,0
0,Lindsay Hunter,Radford,DP,0.149,0.345,0.184,0.529,41,124,87,3,13,3,0,0,2,1,25,23,1,0
0,Lindsay Ward,Saint Francis,2B,0.27,0.36,0.461,0.82,52,181,152,33,41,3,1,8,33,11,12,26,5,1
0,Lindsey Baron,Monmouth,SS,0.311,0.404,0.5,0.904,49,171,148,22,46,15,2,3,16,2,21,26,5,3
0,Lindsey Carroll,Murray State,2B,0.26,0.324,0.45,0.774,57,191,169,28,44,6,4,6,26,3,14,43,4,1
0,Lindsey Culver,South Dakota State,2B,0.278,0.341,0.537,0.878,52,179,162,40,45,13,1,9,35,5,11,28,3,1
0,Lindsey Garcia,Auburn,RF,0.285,0.328,0.525,0.853,56,179,158,29,45,8,3,8,32,2,11,15,10,4
0,Lindsey Osmer,Stony Brook,1B,0.257,0.311,0.336,0.647,46,155,140,21,36,8,0,1,20,3,8,33,2,1
0,Lindsey Rizzo,Southeastern Louisiana,3B,0.27,0.346,0.288,0.635,54,135,111,32,30,2,0,0,9,0,14,14,16,0
0,Lindsey Walljasper,Charlotte,P,0.29,0.432,0.484,0.916,53,155,124,21,36,9,0,5,23,9,22,12,1,0
0,Lindsey Warick,Indiana,C,0.227,0.345,0.381,0.726,43,119,97,8,22,3,0,4,16,11,7,25,1,0
0,Lindsi Dennis,Canisius,1B,0.279,0.356,0.379,0.735,48,161,140,20,39,10,2,0,22,6,12,26,0,0
0,Linnah Rebolledo,Utah Valley,LF,0.367,0.442,0.554,0.996,51,193,166,50,61,13,0,6,39,3,20,14,14,3
0,Linnie Malkin,Arkansas,DP,0.384,0.464,0.87,1.334,51,168,146,32,56,5,0,22,68,6,16,24,0,1
0,Liz Paver,Detroit,CF,0.088,0.149,0.163,0.312,36,88,80,4,7,0,0,2,5,1,5,26,1,0
0,Lizzie Shubert,Stetson,SS,0.219,0.271,0.469,0.74,56,179,160,18,35,7,3,9,33,3,10,38,0,0
