X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List
,,,,In last 12 Months,In last 12 Months,In last 12 Months,Overall,Overall,Overall
Dive,Height,Description,DD,AvgScore,HighScore,# of Times,AvgScore,HighScore,# of Times
,,,,,,,,,
5335D,3M,Reverse 1 1/2 Somersault 2 1/2 Twist Free,2.90,49.55,78.30,1041,50.42,87.00,12524
5335D,5M,Reverse 1 1/2 Somersault 2 1/2 Twist Free,3.00,0.00,0.00,0,0.00,0.00,0
5335D,7M,Reverse 1 1/2 Somersault 2 1/2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
5335D,10M,Reverse 1 1/2 Somersault 2 1/2 Twist Free,2.90,0.00,0.00,0,47.91,63.80,35
5337D,1M,Reverse 1 1/2 Somersault 3 1/2 Twist Free,3.60,57.00,66.60,3,68.86,95.40,64
5337D,3M,Reverse 1 1/2 Somersault 3 1/2 Twist Free,3.50,60.97,92.75,391,64.11,105.00,3800
5337D,5M,Reverse 1 1/2 Somersault 3 1/2 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5337D,7M,Reverse 1 1/2 Somersault 3 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5337D,10M,Reverse 1 1/2 Somersault 3 1/2 Twist Free,3.40,0.00,0.00,0,62.05,83.30,11
5339D,3M,Reverse 1 1/2 Somersault 4 1/2 Twist Free,3.80,0.00,0.00,0,52.20,74.10,4
5339D,7M,Reverse 1 1/2 Somersault 4 1/2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
5339D,10M,Reverse 1 1/2 Somersault 4 1/2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
5341D,60M,Reverse 2 Somersault 1/2 Twist Free,3.30,0.00,0.00,0,0.00,0.00,0
5341D,75M,Reverse 2 Somersault 1/2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
5341D,90M,Reverse 2 Somersault 1/2 Twist Free,4.30,0.00,0.00,0,0.00,0.00,0
5342B,10M,Reverse 2 Somersault 1 Twist Pike,2.90,0.00,0.00,0,0.00,0.00,0
5342C,1M,Reverse 2 Somersault 1 Twist Tuck,2.70,0.00,0.00,0,0.00,0.00,0
5342C,10M,Reverse 2 Somersault 1 Twist Tuck,2.60,0.00,0.00,0,44.20,44.20,1
5342D,60M,Reverse 2 Somersault 1 Twist Free,3.00,0.00,0.00,0,0.00,0.00,0
5342D,75M,Reverse 2 Somersault 1 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5342D,90M,Reverse 2 Somersault 1 Twist Free,4.00,0.00,0.00,0,0.00,0.00,0
5343C,3M,Reverse 2 Somersault 1 1/2 Twist Tuck,2.90,0.00,0.00,0,40.60,40.60,1
5344D,60M,Reverse 2 Somersault 2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5344D,75M,Reverse 2 Somersault 2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5344D,90M,Reverse 2 Somersault 2 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5346D,60M,Reverse 2 Somersault 3 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5346D,75M,Reverse 2 Somersault 3 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5346D,90M,Reverse 2 Somersault 3 Twist Free,4.90,0.00,0.00,0,0.00,0.00,0
5347D,60M,Reverse 2 Somersault 3 1/2 Twist Free,4.80,0.00,0.00,0,0.00,0.00,0
5347D,75M,Reverse 2 Somersault 3 1/2 Twist Free,5.30,0.00,0.00,0,0.00,0.00,0
5347D,90M,Reverse 2 Somersault 3 1/2 Twist Free,5.80,0.00,0.00,0,0.00,0.00,0
5351B,1M,Reverse 2 1/2 Somersault 1/2 Twist Pike,2.90,0.00,0.00,0,36.98,42.05,2
5351B,3M,Reverse 2 1/2 Somersault 1/2 Twist Pike,2.70,46.35,51.30,3,42.39,62.78,74
5351B,5M,Reverse 2 1/2 Somersault 1/2 Twist Pike,3.00,0.00,0.00,0,0.00,0.00,0
5351B,7M,Reverse 2 1/2 Somersault 1/2 Twist Pike,2.80,0.00,0.00,0,0.00,0.00,0
5351B,10M,Reverse 2 1/2 Somersault 1/2 Twist Pike,2.70,0.00,0.00,0,0.00,0.00,0
5351C,1M,Reverse 2 1/2 Somersault 1/2 Twist Tuck,2.70,48.70,58.05,13,43.16,68.85,78
5351C,3M,Reverse 2 1/2 Somersault 1/2 Twist Tuck,2.50,44.53,60.00,25,38.99,60.00,124
5351C,5M,Reverse 2 1/2 Somersault 1/2 Twist Tuck,2.80,0.00,0.00,0,0.00,0.00,0
5351C,7M,Reverse 2 1/2 Somersault 1/2 Twist Tuck,2.60,0.00,0.00,0,33.75,33.75,1
5351C,10M,Reverse 2 1/2 Somersault 1/2 Twist Tuck,2.50,0.00,0.00,0,0.00,0.00,0
5353B,1M,Reverse 2 1/2 Somersault 1 1/2 Twist Pike,3.50,0.00,0.00,0,0.00,0.00,0
5353B,3M,Reverse 2 1/2 Somersault 1 1/2 Twist Pike,3.30,54.84,74.25,21,65.64,99.75,2505
5353B,7M,Reverse 2 1/2 Somersault 1 1/2 Twist Pike,3.40,0.00,0.00,0,0.00,0.00,0
5353B,10M,Reverse 2 1/2 Somersault 1 1/2 Twist Pike,3.30,0.00,0.00,0,27.77,83.30,3
5353C,1M,Reverse 2 1/2 Somersault 1 1/2 Twist Tuck,3.30,0.00,0.00,0,54.46,71.75,15
5353C,3M,Reverse 2 1/2 Somersault 1 1/2 Twist Tuck,3.10,0.00,0.00,0,55.25,84.15,163
5353C,5M,Reverse 2 1/2 Somersault 1 1/2 Twist Tuck,3.40,0.00,0.00,0,0.00,0.00,0
5353C,7M,Reverse 2 1/2 Somersault 1 1/2 Twist Tuck,3.20,0.00,0.00,0,0.00,0.00,0
5353C,10M,Reverse 2 1/2 Somersault 1 1/2 Twist Tuck,3.10,0.00,0.00,0,0.00,0.00,0
5355B,1M,Reverse 2 1/2 Somersault 2 1/2 Twist Pike,3.90,0.00,0.00,0,0.00,0.00,0
5355B,3M,Reverse 2 1/2 Somersault 2 1/2 Twist Pike,3.70,0.00,0.00,0,73.03,99.45,19
5355B,7M,Reverse 2 1/2 Somersault 2 1/2 Twist Pike,3.80,0.00,0.00,0,0.00,0.00,0
5355B,10M,Reverse 2 1/2 Somersault 2 1/2 Twist Pike,3.70,0.00,0.00,0,0.00,0.00,0
5355C,1M,Reverse 2 1/2 Somersault 2 1/2 Twist Tuck,3.70,0.00,0.00,0,0.00,0.00,0
5355C,3M,Reverse 2 1/2 Somersault 2 1/2 Twist Tuck,3.50,0.00,0.00,0,0.00,0.00,0
5355C,5M,Reverse 2 1/2 Somersault 2 1/2 Twist Tuck,3.80,0.00,0.00,0,0.00,0.00,0
5355C,7M,Reverse 2 1/2 Somersault 2 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5355C,10M,Reverse 2 1/2 Somersault 2 1/2 Twist Tuck,3.50,0.00,0.00,0,0.00,0.00,0
5362B,60M,Reverse 3 Somersault 1 Twist Pike,3.80,0.00,0.00,0,0.00,0.00,0
5362B,75M,Reverse 3 Somersault 1 Twist Pike,4.30,0.00,0.00,0,0.00,0.00,0
5362B,90M,Reverse 3 Somersault 1 Twist Pike,4.80,0.00,0.00,0,0.00,0.00,0
5362C,60M,Reverse 3 Somersault 1 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5362C,75M,Reverse 3 Somersault 1 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5362C,90M,Reverse 3 Somersault 1 Twist Tuck,4.60,0.00,0.00,0,0.00,0.00,0
5364B,60M,Reverse 3 Somersault 2 Twist Pike,4.20,0.00,0.00,0,0.00,0.00,0
5364B,75M,Reverse 3 Somersault 2 Twist Pike,4.70,0.00,0.00,0,0.00,0.00,0
5364B,90M,Reverse 3 Somersault 2 Twist Pike,5.20,0.00,0.00,0,0.00,0.00,0
5364C,60M,Reverse 3 Somersault 2 Twist Tuck,4.00,0.00,0.00,0,0.00,0.00,0
5364C,75M,Reverse 3 Somersault 2 Twist Tuck,4.50,0.00,0.00,0,0.00,0.00,0
5364C,90M,Reverse 3 Somersault 2 Twist Tuck,5.00,0.00,0.00,0,0.00,0.00,0
5371B,3M,Reverse 3 1/2 Somersault 1/2 Twist Pike,3.40,0.00,0.00,0,0.00,0.00,0
5371B,10M,Reverse 3 1/2 Somersault 1/2 Twist Pike,3.30,0.00,0.00,0,0.00,0.00,0
5371C,3M,Reverse 3 1/2 Somersault 1/2 Twist Tuck,3.10,0.00,0.00,0,34.10,51.15,3
5371C,10M,Reverse 3 1/2 Somersault 1/2 Twist Tuck,3.00,0.00,0.00,0,0.00,0.00,0
5373C,3M,Reverse 3 1/2 Somersault 1 1/2 Twist Tuck,3.70,0.00,0.00,0,0.00,0.00,0
5373C,10M,Reverse 3 1/2 Somersault 1 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5375C,3M,Reverse 3 1/2 Somersault 2 1/2 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5375C,10M,Reverse 3 1/2 Somersault 2 1/2 Twist Tuck,4.00,0.00,0.00,0,0.00,0.00,0
5411A,1M,Inward Dive 1/2 Twist Straight,2.00,37.93,51.00,6,31.90,51.00,55
5411A,3M,Inward Dive 1/2 Twist Straight,1.90,22.33,26.60,2,27.40,47.50,62
5411A,5M,Inward Dive 1/2 Twist Straight,2.00,28.79,31.35,2,31.86,38.00,3
5411A,7M,Inward Dive 1/2 Twist Straight,1.90,0.00,0.00,0,18.50,18.50,1
5411A,10M,Inward Dive 1/2 Twist Straight,1.90,0.00,0.00,0,0.00,0.00,0
5411B,1M,Inward Dive 1/2 Twist Pike,1.70,23.23,29.75,6,19.80,42.50,231
5411B,3M,Inward Dive 1/2 Twist Pike,1.60,19.79,30.40,29,18.10,45.60,980
5411B,5M,Inward Dive 1/2 Twist Pike,1.70,0.00,0.00,0,20.96,33.15,29
5411B,7M,Inward Dive 1/2 Twist Pike,1.60,0.00,0.00,0,0.00,0.00,0
5411B,10M,Inward Dive 1/2 Twist Pike,1.60,0.00,0.00,0,26.40,26.40,1
5411C,1M,Inward Dive 1/2 Twist Tuck,1.60,20.04,25.20,5,19.89,33.60,81
5411C,3M,Inward Dive 1/2 Twist Tuck,1.50,17.92,27.00,14,16.38,32.30,247
5411C,5M,Inward Dive 1/2 Twist Tuck,1.60,0.00,0.00,0,20.13,32.80,6
5411C,7M,Inward Dive 1/2 Twist Tuck,1.50,0.00,0.00,0,0.00,0.00,0
5411C,10M,Inward Dive 1/2 Twist Tuck,1.50,0.00,0.00,0,0.00,0.00,0
5412A,1M,Inward Dive 1 Twist Straight,2.20,0.00,0.00,0,50.72,59.40,18
5412A,3M,Inward Dive 1 Twist Straight,2.10,0.00,0.00,0,39.38,40.95,2
5412A,5M,Inward Dive 1 Twist Straight,2.20,0.00,0.00,0,0.00,0.00,0
5412A,7M,Inward Dive 1 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
5412A,10M,Inward Dive 1 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
5412B,1M,Inward Dive 1 Twist Pike,1.90,0.00,0.00,1,17.81,26.60,4
5412B,3M,Inward Dive 1 Twist Pike,1.80,0.00,0.00,0,20.10,25.20,3
5412B,5M,Inward Dive 1 Twist Pike,1.90,0.00,0.00,0,0.00,0.00,0
5412B,7M,Inward Dive 1 Twist Pike,1.80,0.00,0.00,0,0.00,0.00,0
5412B,10M,Inward Dive 1 Twist Pike,1.80,0.00,0.00,0,0.00,0.00,0
5412C,1M,Inward Dive 1 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5412C,3M,Inward Dive 1 Twist Tuck,1.70,0.00,0.00,0,0.00,0.00,0
5412C,5M,Inward Dive 1 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5412C,7M,Inward Dive 1 Twist Tuck,1.70,0.00,0.00,0,0.00,0.00,0
5412C,10M,Inward Dive 1 Twist Tuck,1.70,0.00,0.00,0,0.00,0.00,0
5413A,1M,Inward Dive 1 1/2 Twist Straight,2.60,0.00,0.00,0,29.03,52.00,3
5413A,3M,Inward Dive 1 1/2 Twist Straight,2.50,0.00,0.00,0,0.00,0.00,0
5421D,1M,Inward 1 Somersault 1/2 Twist Free,1.90,21.11,28.50,9,20.37,36.10,57
5421D,3M,Inward 1 Somersault 1/2 Twist Free,1.70,19.98,24.65,4,18.50,35.15,41
5421D,5M,Inward 1 Somersault 1/2 Twist Free,1.90,0.00,0.00,0,0.00,0.00,0
5421D,7M,Inward 1 Somersault 1/2 Twist Free,1.70,0.00,0.00,0,0.00,0.00,0
5421D,10M,Inward 1 Somersault 1/2 Twist Free,1.80,31.25,38.19,2,31.03,38.19,3
5422D,1M,Inward 1 Somersault 1 Twist Free,2.10,26.95,33.60,3,25.91,42.00,22
5422D,3M,Inward 1 Somersault 1 Twist Free,1.90,0.00,0.00,0,19.00,26.60,3
5422D,5M,Inward 1 Somersault 1 Twist Free,2.10,0.00,0.00,0,0.00,0.00,1
5422D,7M,Inward 1 Somersault 1 Twist Free,1.90,0.00,0.00,0,20.90,20.90,1
5422D,10M,Inward 1 Somersault 1 Twist Free,2.00,0.00,0.00,0,0.00,0.00,0
5424D,3M,Inward 1 Somersault 2 Twist Free,2.30,0.00,0.00,0,31.05,31.05,1
5426D,1M,Inward 1 Somersault 3 Twist Free,3.20,0.00,0.00,0,27.20,27.20,1
5431D,1M,Inward 1 1/2 Somersault 1/2 Twist Free,2.70,0.00,0.00,0,31.05,32.40,2
5431D,3M,Inward 1 1/2 Somersault 1/2 Twist Free,2.40,0.00,0.00,0,31.48,45.60,43
5432D,1M,Inward 1 1/2 Somersault 1 Twist Free,2.70,0.00,0.00,1,41.63,62.10,27
5432D,3M,Inward 1 1/2 Somersault 1 Twist Free,2.40,32.16,52.20,14,42.07,72.00,105
5432D,5M,Inward 1 1/2 Somersault 1 Twist Free,2.70,0.00,0.00,0,0.00,0.00,0
5432D,7M,Inward 1 1/2 Somersault 1 Twist Free,2.40,0.00,0.00,0,0.00,0.00,0
5432D,10M,Inward 1 1/2 Somersault 1 Twist Free,2.30,34.50,34.50,1,46.58,58.65,2
5434D,1M,Inward 1 1/2 Somersault 2 Twist Free,3.10,0.00,0.00,0,45.47,54.25,6
5434D,3M,Inward 1 1/2 Somersault 2 Twist Free,2.80,48.77,49.00,3,45.33,57.40,26
5434D,5M,Inward 1 1/2 Somersault 2 Twist Free,3.10,0.00,0.00,0,0.00,0.00,0
5434D,7M,Inward 1 1/2 Somersault 2 Twist Free,2.80,0.00,0.00,0,0.00,0.00,0
5434D,10M,Inward 1 1/2 Somersault 2 Twist Free,2.70,0.00,0.00,0,0.00,0.00,0
5436D,3M,Inward 1 1/2 Somersault 3 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5436D,10M,Inward 1 1/2 Somersault 3 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5441B,60M,Inward 2 Somersault 1/2 Twist Pike,3.00,0.00,0.00,0,0.00,0.00,0
5441B,75M,Inward 2 Somersault 1/2 Twist Pike,3.50,0.00,0.00,0,0.00,0.00,0
5441B,90M,Inward 2 Somersault 1/2 Twist Pike,4.10,0.00,0.00,0,0.00,0.00,0
5441C,7M,Inward 2 Somersault 1/2 Twist Tuck,2.60,0.00,0.00,0,42.25,52.00,2
5441C,10M,Inward 2 Somersault 1/2 Twist Tuck,2.60,57.20,57.20,1,45.50,57.20,4
5441C,60M,Inward 2 Somersault 1/2 Twist Tuck,2.80,0.00,0.00,0,0.00,0.00,0
5441C,75M,Inward 2 Somersault 1/2 Twist Tuck,3.30,0.00,0.00,0,0.00,0.00,0
5441C,90M,Inward 2 Somersault 1/2 Twist Tuck,3.80,0.00,0.00,0,0.00,0.00,0
5443D,60M,Inward 2 Somersault 1 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5443D,75M,Inward 2 Somersault 1 1/2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5443D,90M,Inward 2 Somersault 1 1/2 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5445D,60M,Inward 2 Somersault 2 1/2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5445D,75M,Inward 2 Somersault 2 1/2 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
5445D,90M,Inward 2 Somersault 2 1/2 Twist Free,4.90,0.00,0.00,0,0.00,0.00,0
5452B,10M,Inward 2 1/2 Somersault 1 Twist Pike,3.20,0.00,0.00,0,50.17,67.20,7
5461B,60M,Inward 3 Somersault 1/2 Twist Pike,3.90,0.00,0.00,0,0.00,0.00,0
5461B,75M,Inward 3 Somersault 1/2 Twist Pike,4.40,0.00,0.00,0,0.00,0.00,0
5461B,90M,Inward 3 Somersault 1/2 Twist Pike,5.00,0.00,0.00,0,0.00,0.00,0
5461C,60M,Inward 3 Somersault 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5461C,75M,Inward 3 Somersault 1/2 Twist Tuck,4.10,0.00,0.00,0,0.00,0.00,0
5461C,90M,Inward 3 Somersault 1/2 Twist Tuck,4.60,0.00,0.00,0,0.00,0.00,0
5481B,60M,Inward 4 Somersault 1/2 Twist Pike,4.80,0.00,0.00,0,0.00,0.00,0
5481B,75M,Inward 4 Somersault 1/2 Twist Pike,5.30,0.00,0.00,0,0.00,0.00,0
5481B,90M,Inward 4 Somersault 1/2 Twist Pike,5.90,0.00,0.00,0,0.00,0.00,0
5481C,60M,Inward 4 Somersault 1/2 Twist Tuck,4.50,0.00,0.00,0,0.00,0.00,0
5481C,75M,Inward 4 Somersault 1/2 Twist Tuck,5.00,0.00,0.00,0,0.00,0.00,0
5481C,90M,Inward 4 Somersault 1/2 Twist Tuck,5.50,0.00,0.00,0,0.00,0.00,0
6111A,1M,Armstand Forward 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6111A,3M,Armstand Forward 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6111A,5M,Armstand Forward 1/2 Somersault 1/2 Twist Straight,1.90,38.95,38.95,1,38.95,38.95,1
6111A,7M,Armstand Forward 1/2 Somersault 1/2 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
6111A,10M,Armstand Forward 1/2 Somersault 1/2 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
6122D,5M,Armstand Forward 1 Somersault 1 Twist Free,2.40,0.00,0.00,0,0.00,0.00,0
6122D,7M,Armstand Forward 1 Somersault 1 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
6122D,10M,Armstand Forward 1 Somersault 1 Twist Free,2.60,0.00,0.00,0,0.00,0.00,0
6124D,5M,Armstand Forward 1 Somersault 2 Twist Free,2.70,0.00,0.00,0,0.00,0.00,0
6124D,7M,Armstand Forward 1 Somersault 2 Twist Free,2.80,0.00,0.00,0,0.00,0.00,0
6124D,10M,Armstand Forward 1 Somersault 2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
6131B,60M,Armstand Forward 1 1/2 Somersault 1/2 Twist Pike,2.70,0.00,0.00,0,0.00,0.00,0
6131B,75M,Armstand Forward 1 1/2 Somersault 1/2 Twist Pike,3.20,0.00,0.00,0,0.00,0.00,0
6131B,90M,Armstand Forward 1 1/2 Somersault 1/2 Twist Pike,4.00,0.00,0.00,0,0.00,0.00,0
6131C,60M,Armstand Forward 1 1/2 Somersault 1/2 Twist Tuck,2.40,0.00,0.00,0,0.00,0.00,0
6131C,75M,Armstand Forward 1 1/2 Somersault 1/2 Twist Tuck,2.90,0.00,0.00,0,0.00,0.00,0
6131C,90M,Armstand Forward 1 1/2 Somersault 1/2 Twist Tuck,3.70,0.00,0.00,0,0.00,0.00,0
6131D,5M,Armstand Forward 1 1/2 Somersault 1/2 Twist Free,2.10,0.00,0.00,0,0.00,0.00,0
6131D,7M,Armstand Forward 1 1/2 Somersault 1/2 Twist Free,2.00,0.00,0.00,0,0.00,0.00,0
6131D,10M,Armstand Forward 1 1/2 Somersault 1/2 Twist Free,2.00,32.40,40.50,5,33.83,41.00,6
6132D,60M,Armstand Forward 1 1/2 Somersault 1 Twist Free,3.70,0.00,0.00,0,0.00,0.00,0
6132D,75M,Armstand Forward 1 1/2 Somersault 1 Twist Free,4.40,0.00,0.00,0,0.00,0.00,0
6132D,90M,Armstand Forward 1 1/2 Somersault 1 Twist Free,5.00,0.00,0.00,0,0.00,0.00,0
6133D,60M,Armstand Forward 1 1/2 Somersault 1 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
6133D,75M,Armstand Forward 1 1/2 Somersault 1 1/2 Twist Free,4.10,0.00,0.00,0,0.00,0.00,0
6133D,90M,Armstand Forward 1 1/2 Somersault 1 1/2 Twist Free,4.80,0.00,0.00,0,0.00,0.00,0
6134D,60M,Armstand Forward 1 1/2 Somersault 2 Twist Free,4.10,0.00,0.00,0,0.00,0.00,0
6134D,75M,Armstand Forward 1 1/2 Somersault 2 Twist Free,4.80,0.00,0.00,0,0.00,0.00,0
6134D,90M,Armstand Forward 1 1/2 Somersault 2 Twist Free,5.40,0.00,0.00,0,0.00,0.00,0
6142D,5M,Armstand Forward 2 Somersault 1 Twist Free,3.20,0.00,0.00,0,0.00,0.00,0
6142D,7M,Armstand Forward 2 Somersault 1 Twist Free,3.00,0.00,0.00,0,0.00,0.00,0
6142D,10M,Armstand Forward 2 Somersault 1 Twist Free,3.10,55.24,77.50,51,56.61,83.70,1149
6144D,5M,Armstand Forward 2 Somersault 2 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
6144D,7M,Armstand Forward 2 Somersault 2 Twist Free,3.30,0.00,0.00,0,0.00,0.00,0
6144D,10M,Armstand Forward 2 Somersault 2 Twist Free,3.40,0.00,0.00,0,56.67,66.30,6
6151B,60M,Armstand Forward 2 1/2 Somersault 1/2 Twist Pike,3.20,0.00,0.00,0,0.00,0.00,0
6151B,75M,Armstand Forward 2 1/2 Somersault 1/2 Twist Pike,3.90,0.00,0.00,0,0.00,0.00,0
6151B,90M,Armstand Forward 2 1/2 Somersault 1/2 Twist Pike,4.60,0.00,0.00,0,0.00,0.00,0
6151C,60M,Armstand Forward 2 1/2 Somersault 1/2 Twist Tuck,2.90,0.00,0.00,0,0.00,0.00,0
6151C,75M,Armstand Forward 2 1/2 Somersault 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
6151C,90M,Armstand Forward 2 1/2 Somersault 1/2 Twist Tuck,4.30,0.00,0.00,0,0.00,0.00,0
6152B,60M,Armstand Forward 2 1/2 Somersault 1 Twist Pike,4.80,0.00,0.00,0,0.00,0.00,0
6152B,75M,Armstand Forward 2 1/2 Somersault 1 Twist Pike,5.50,0.00,0.00,0,0.00,0.00,0
6152B,90M,Armstand Forward 2 1/2 Somersault 1 Twist Pike,6.20,0.00,0.00,0,0.00,0.00,0
6152C,60M,Armstand Forward 2 1/2 Somersault 1 Twist Tuck,4.60,0.00,0.00,0,0.00,0.00,0
6152C,75M,Armstand Forward 2 1/2 Somersault 1 Twist Tuck,5.30,0.00,0.00,0,0.00,0.00,0
6152C,90M,Armstand Forward 2 1/2 Somersault 1 Twist Tuck,6.00,0.00,0.00,0,0.00,0.00,0
6153D,60M,Armstand Forward 2 1/2 Somersault 1 1/2 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
6153D,75M,Armstand Forward 2 1/2 Somersault 1 1/2 Twist Free,4.60,0.00,0.00,0,0.00,0.00,0
6153D,90M,Armstand Forward 2 1/2 Somersault 1 1/2 Twist Free,5.30,0.00,0.00,0,0.00,0.00,0
6154D,60M,Armstand Forward 2 1/2 Somersault 2 Twist Free,5.10,0.00,0.00,0,0.00,0.00,0
6154D,75M,Armstand Forward 2 1/2 Somersault 2 Twist Free,5.80,0.00,0.00,0,0.00,0.00,0
6154D,90M,Armstand Forward 2 1/2 Somersault 2 Twist Free,6.50,0.00,0.00,0,0.00,0.00,0
6162C,10M,Armstand Forward 3 Somersault 1 Twist Tuck,3.90,0.00,0.00,0,0.00,0.00,0
6211A,1M,Armstand Back 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6211A,3M,Armstand Back 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6211A,5M,Armstand Back 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6211A,7M,Armstand Back 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6211A,10M,Armstand Back 1/2 Somersault 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
6221D,5M,Armstand Back 1 Somersault 1/2 Twist Free,1.60,20.18,32.00,13,20.99,35.20,142
6221D,7M,Armstand Back 1 Somersault 1/2 Twist Free,1.70,26.35,26.35,1,27.41,31.45,4
6221D,10M,Armstand Back 1 Somersault 1/2 Twist Free,1.80,0.00,0.00,0,22.50,22.50,1
6223D,5M,Armstand Back 1 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,32.08,41.25,3
6231D,60M,Armstand Back 1 1/2 Somersault 1/2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
6231D,75M,Armstand Back 1 1/2 Somersault 1/2 Twist Free,3.60,0.00,0.00,0,0.00,0.00,0
6231D,90M,Armstand Back 1 1/2 Somersault 1/2 Twist Free,4.30,0.00,0.00,0,0.00,0.00,0
6232D,5M,Armstand Back 1 1/2 Somersault 1 Twist Free,2.80,0.00,0.00,0,36.40,36.40,1
6232D,60M,Armstand Back 1 1/2 Somersault 1 Twist Free,2.60,0.00,0.00,0,0.00,0.00,0
6232D,75M,Armstand Back 1 1/2 Somersault 1 Twist Free,3.30,0.00,0.00,0,0.00,0.00,0
6232D,90M,Armstand Back 1 1/2 Somersault 1 Twist Free,4.00,0.00,0.00,0,0.00,0.00,0
6233D,5M,Armstand Back 1 1/2 Somersault 1 1/2 Twist Free,2.90,0.00,0.00,0,41.79,52.20,17
6233D,7M,Armstand Back 1 1/2 Somersault 1 1/2 Twist Free,2.80,37.80,37.80,1,38.75,49.00,11
6235D,60M,Armstand Back 1 1/2 Somersault 2 1/2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
6235D,75M,Armstand Back 1 1/2 Somersault 2 1/2 Twist Free,4.50,0.00,0.00,0,0.00,0.00,0
6235D,90M,Armstand Back 1 1/2 Somersault 2 1/2 Twist Free,5.20,0.00,0.00,0,0.00,0.00,0
6241B,5M,Armstand Back 2 Somersault 1/2 Twist Pike,2.80,0.00,0.00,0,0.00,0.00,1
6241B,7M,Armstand Back 2 Somersault 1/2 Twist Pike,2.60,49.40,50.70,2,40.51,58.50,56
6241B,10M,Armstand Back 2 Somersault 1/2 Twist Pike,2.70,45.38,70.20,295,45.38,78.30,2484
6241C,5M,Armstand Back 2 Somersault 1/2 Twist Tuck,2.50,0.00,0.00,0,0.00,0.00,0
6241C,7M,Armstand Back 2 Somersault 1/2 Twist Tuck,2.30,0.00,0.00,0,14.95,14.95,1
6241C,10M,Armstand Back 2 Somersault 1/2 Twist Tuck,2.40,0.00,0.00,0,32.40,32.40,1
6241D,5M,Armstand Back 2 Somersault 1/2 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
6241D,7M,Armstand Back 2 Somersault 1/2 Twist Free,2.30,0.00,0.00,0,0.00,0.00,0
